0.003141587	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.006283144	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.009424638	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.01256604	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.015707317	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.01884844	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.021989376	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.025130095	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.028270567	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.031410759	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.034550641	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.037690183	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.040829352	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.043968118	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.047106451	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.050244318	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.05338169	1.49E-08	1.49E-08	1.49E-08	1.49E-08
0.056518534	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.059654821	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.06279052	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.065925598	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.069060026	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.072193772	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.075326806	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.078459096	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.081590612	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.084721322	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.087851197	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.090980204	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.094108313	1.49E-08	1.49E-08	1.49E-08	0.078331888
0.097235494	1.49E-08	1.49E-08	1.49E-08	0.110776975
0.100361715	1.49E-08	1.49E-08	1.49E-08	0.110776975
0.103486945	1.49E-08	1.49E-08	1.49E-08	0.110776975
0.106611154	1.49E-08	1.49E-08	1.49E-08	0.110776975
0.109734311	1.49E-08	1.49E-08	1.49E-08	0.110776975
0.112856385	1.49E-08	1.49E-08	0.156656403	0.110776975
0.115977345	1.49E-08	1.49E-08	0.156656403	0.110776975
0.11909716	1.49E-08	1.49E-08	0.156656403	0.110776975
0.1222158	1.49E-08	1.49E-08	0.156656403	0.110776975
0.125333234	1.49E-08	1.49E-08	0.156656403	0.135671404
0.12844943	1.49E-08	1.49E-08	0.156656403	0.135671404
0.131564359	1.49E-08	1.49E-08	0.156656403	0.135671404
0.134677989	1.49E-08	1.49E-08	0.156656403	0.135671404
0.137790291	1.49E-08	1.49E-08	0.156656403	0.135671404
0.140901232	1.49E-08	1.49E-08	0.156656403	0.135671404
0.144010783	1.49E-08	1.49E-08	0.156656403	0.135671404
0.147118912	1.49E-08	1.49E-08	0.156656403	0.156656403
0.150225589	1.49E-08	1.49E-08	0.156656403	0.156656403
0.153330784	1.49E-08	1.49E-08	0.156656403	0.156656403
0.156434465	1.49E-08	1.49E-08	0.156656403	0.156656403
0.159536602	1.49E-08	1.49E-08	0.156656403	0.156656403
0.162637165	1.49E-08	1.49E-08	0.156656403	0.156656403
0.165736123	1.49E-08	1.49E-08	0.156656403	0.156656403
0.168833445	1.49E-08	1.49E-08	0.156656403	0.175142237
0.1719291	1.49E-08	1.49E-08	0.156656403	0.175142237
0.175023059	1.49E-08	1.49E-08	0.156656403	0.175142237
0.17811529	1.49E-08	1.49E-08	0.156656403	0.175142237
0.181205764	1.49E-08	1.49E-08	0.156656403	0.175142237
