1	0.999999998	0.999999967	0.999999468
0.999999998	0.999999967	0.999999468	0.999991488
0.99999999	0.999999832	0.999997307	0.999956911
0.999999967	0.999999469	0.999991489	0.999863824
0.99999992	0.999998703	0.999979222	0.999667569
0.999999834	0.99999731	0.999956915	0.999310783
0.999999693	0.999995016	0.999920183	0.998723468
0.999999476	0.999991497	0.999863842	0.997823131
0.999999161	0.999986381	0.999781915	0.996515002
0.999998722	0.999979243	0.999667629	0.994692364
0.999998129	0.999969611	0.999513423	0.992237025
0.99999735	0.999956962	0.999310945	0.989019981
0.99999635	0.999940724	0.999051058	0.98490229
0.99999509	0.999920275	0.998723849	0.979736211
0.99999353	0.999894944	0.998318628	0.973366642
0.999991625	0.99986401	0.997823942	0.965632912
0.999989327	0.999826702	0.997227581	0.956370937
0.999986586	0.999782202	0.996516592	0.945415809
0.999983349	0.999729639	0.99567729	0.932604815
0.999979558	0.999668097	0.994695278	0.917780913
0.999975154	0.999596609	0.993555463	0.900796672
0.999970075	0.999514158	0.992242083	0.881518645
0.999964254	0.999419681	0.990738725	0.859832152
0.999957623	0.999312064	0.989028363	0.835646401
0.999950111	0.999190145	0.987093388	0.808899864
0.999941642	0.999052716	0.984915643	0.77956577
0.999932139	0.998898518	0.982476472	0.747657579
0.99992152	0.998726247	0.979756763	0.71323422
0.999909703	0.99853455	0.976737004	0.676404891
0.999896599	0.998322027	0.97339734	0.637333137
0.99988212	0.998087231	0.969717638	0.596239938
0.999866173	0.99782867	0.965677558	0.553405495
0.999848661	0.997544805	0.96125663	0.509169403
0.999829486	0.997234052	0.956434339	0.463928909
0.999808546	0.99689478	0.951190214	0.418134977
0.999785737	0.996525316	0.945503929	0.439017865
0.99976095	0.996123942	0.9393554	0.487921479
0.999734076	0.995688895	0.932724908	0.538824639
0.999705	0.995218371	0.925593206	0.591178777
0.999673606	0.994710524	0.917941655	0.644313265
0.999639775	0.994163466	0.909752347	0.697435059
0.999603384	0.993575267	0.901008252	0.749633169
0.999564308	0.992943959	0.891693358	0.79988882
0.999522419	0.992267535	0.881792823	0.847092029
0.999477585	0.991543949	0.871293132	0.890065128
0.999429673	0.990771118	0.860182255	0.927593504
0.999378546	0.989946926	0.848449814	0.958463414
0.999324064	0.989069218	0.836087249	0.98150632
0.999266084	0.988135807	0.823087984	0.99564864
0.999204462	0.987144476	0.809447601	0.999965239
0.999139049	0.986092975	0.795164006	0.993734385
0.999069693	0.984979023	0.780237596	0.976491354
0.998996242	0.983800315	0.764671422	0.948077324
0.998918538	0.982554515	0.748471348	0.908679921
0.998836422	0.981239267	0.731646201	0.858861576
0.998749732	0.979852187	0.714207913	0.799571996
0.998658303	0.978390875	0.69617165	0.732141511
0.998561967	0.976852906	0.677555933	0.658252799
0.998460554	0.975235844	0.658382738	0.579889712
0.99835389	0.973537232	0.638677579	0.499263358
0.998241801	0.971754603	0.618469576	0.418717407
0.998124107	0.969885479	0.597791492	0.472831482
0.998000628	0.967927373	0.576679758	0.557274453
0.997871179	0.965877793	0.555174453	0.642705802
0.997735575	0.963734243	0.533319275	0.72610758
0.997593626	0.961494225	0.511161462	0.804156028
0.997445142	0.959155245	0.488751695	0.873379404
0.997289927	0.956714814	0.466143955	0.930351321
0.997127785	0.954170448	0.443395346	0.971909877
0.996958518	0.951519678	0.420565884	0.995388636
0.996781923	0.948760047	0.412929926	0.998841796
0.996597797	0.945889113	0.436311943	0.981243321
0.996405933	0.94290446	0.460299593	0.942638839
0.996206122	0.939803691	0.484843924	0.884230242
0.995998153	0.936584439	0.509889017	0.80837651
0.995781812	0.93324437	0.535371787	0.718500266
0.995556884	0.929781181	0.561221822	0.618897833
0.995323149	0.926192612	0.587361285	0.514460419
0.995080387	0.922476444	0.613704864	0.410324611
0.994828376	0.918630505	0.640159794	0.505282215
0.99456689	0.914652673	0.666625955	0.613717928
0.994295702	0.910540884	0.692996036	0.719784478
0.994014583	0.906293131	0.719155801	0.817072291
0.9937233	0.901907473	0.74498443	0.899042044
0.993421621	0.897382035	0.770354965	0.959601367
0.99310931	0.892715016	0.795134853	0.99371104
0.992786128	0.887904694	0.819186594	0.997953956
0.992451836	0.882949426	0.842368493	0.970994446
0.992106193	0.877847658	0.864535517	0.913859228
0.991748954	0.872597927	0.885540269	0.829985224
0.991379874	0.867198866	0.905234055	0.725003695
0.990998706	0.86164921	0.923468062	0.606262381
0.990605201	0.855947798	0.940094628	0.48212386
0.990199107	0.850093582	0.954968606	0.45077967
0.989780172	0.844085628	0.967948808	0.577196997
0.989348141	0.837923124	0.978899518	0.702631898
0.988902759	0.831605383	0.987692063	0.817105973
0.988443768	0.825131849	0.994206423	0.910467492
0.987970909	0.818502098	0.998332873	0.97359002
0.987483921	0.811715852	0.999973617	0.999577908
0.986982542	0.804772971	0.999044416	0.984797214
0.986466508	0.797673471	0.995476172	0.929554368
0.985935556	0.790417517	0.989216442	0.838280832
